id,code,name,user_type_id/id,chart_template_id/id,reconcile,group_id/id
account_account_al_ain_palace_159,7407,Air-Ticket (Other Staff),account.data_account_type_expenses,account_arabic_coa_al_ain_palace,False,sbk_group.account_group_sub1_48
,,,,,,
account_account_al_ain_palace_160,7300,Fuel and Oil,account.data_account_type_expenses,account_arabic_coa_al_ain_palace,False,sbk_group.account_group_sub1_51
account_account_al_ain_palace_161,7301,"Repairs,Servicing and Modification - Vehicle",account.data_account_type_expenses,account_arabic_coa_al_ain_palace,False,sbk_group.account_group_sub1_51
account_account_al_ain_palace_162,7401,Rental Charges - Vehls,account.data_account_type_expenses,account_arabic_coa_al_ain_palace,False,sbk_group.account_group_sub1_51
account_account_al_ain_palace_163,7700,Traffic Fine,account.data_account_type_expenses,account_arabic_coa_al_ain_palace,False,sbk_group.account_group_sub1_51
account_account_al_ain_palace_164,7800,Renewals & Passing Vehicles,account.data_account_type_expenses,account_arabic_coa_al_ain_palace,False,sbk_group.account_group_sub1_51
account_account_al_ain_palace_165,8003,Vehicle Depreciation,account.data_account_type_expenses,account_arabic_coa_al_ain_palace,False,sbk_group.account_group_sub1_51
account_account_al_ain_palace_166,8204,Insurance - Vehicle,account.data_account_type_expenses,account_arabic_coa_al_ain_palace,False,sbk_group.account_group_sub1_51
account_account_al_ain_palace_167,5000,Purchased - Wild Rabbits,account.data_account_type_expenses,account_arabic_coa_al_ain_palace,False,sbk_group.account_group_sub1_52
account_account_al_ain_palace_168,5002,Sheep's Purchases,account.data_account_type_expenses,account_arabic_coa_al_ain_palace,False,sbk_group.account_group_sub1_52
account_account_al_ain_palace_169,5003,Sheep's Feed - Grass,account.data_account_type_expenses,account_arabic_coa_al_ain_palace,False,sbk_group.account_group_sub1_52
account_account_al_ain_palace_170,5004,Sheep's Feed & Medicine Expnses,account.data_account_type_expenses,account_arabic_coa_al_ain_palace,False,sbk_group.account_group_sub1_52
account_account_al_ain_palace_171,5005,Sheep's Feed - Barley,account.data_account_type_expenses,account_arabic_coa_al_ain_palace,False,sbk_group.account_group_sub1_52
account_account_al_ain_palace_172,7350,Birds Expenses (Habarra - Kawakib),account.data_account_type_expenses,account_arabic_coa_al_ain_palace,False,sbk_group.account_group_sub1_52
account_account_al_ain_palace_173,7702,Falcon Clinic - Equipment,account.data_account_type_expenses,account_arabic_coa_al_ain_palace,False,sbk_group.account_group_sub1_52
account_account_al_ain_palace_174,7703,Falcon Clinic - Medicine,account.data_account_type_expenses,account_arabic_coa_al_ain_palace,False,sbk_group.account_group_sub1_52
account_account_al_ain_palace_175,7704,Falcon - Food Expenses,account.data_account_type_expenses,account_arabic_coa_al_ain_palace,False,sbk_group.account_group_sub1_52
account_account_al_ain_palace_176,7705,Expenses - Aminal & Birds,account.data_account_type_expenses,account_arabic_coa_al_ain_palace,False,sbk_group.account_group_sub1_52
account_account_al_ain_palace_177,7706,Medicine For Falcon,account.data_account_type_expenses,account_arabic_coa_al_ain_palace,False,sbk_group.account_group_sub1_52
